ID;annee;titre;premiere_semaine;budget
16037;2016;Rester vertical;34156;4039200
15215;2015;Comme un avion;147598;4049922,24
875;2003;El Crimen ferpecto;43814;3750000
412;2006;Essaye-moi;286519;4060800
1800;2002;Se souvenir des belles choses;110072;4071600
10866;2009;Partir;201242;4078661,04
1212;2004;La Première fois que j'ai eu 20 ans;86966;4078836
10748;2009;Celle que j'aime;114079;4087258,92
14469;2014;Hippocrate;238994;4087800
506;2006;Dikkenek;100169;3790000
1555;2003;Les Clefs de bagnole;101764;4093200
1113;2004;Le Rôle de sa vie;219223;4094368,56
14179;2014;Les Gazelles;157630;4101344,28
10474;2008;Hallam Foe;20788;3800000
99;2007;Zone libre;58241;4104000
917;2005;Une aventure;45536;4104000
1593;2003;Dédales;76753;4104000
10198;2008;Comme les autres;204088;4104000
10945;2009;Non ma fille tu n'iras pas danser;151073;4104000
11104;2010;Complices;58878;4104000
11350;2010;The Certified Copy;70876;4104000
12382;2011;L'Apollonide Souvenirs de la maison close;64413;4104000
12471;2011;Le Havre;141227;4104000
12803;2012;Sea, No Sex and Sun;42245;4104000
15787;2016;Tout pour être heureux;168685;4104000
22998;2023;Sur la branche;36931;4104000
2174;2001;Bécassine, le trésor Viking;40152;4114800
17525;2017;C'est tout pour moi;250306;4125600
1127;2004;Rois et reine;89906;4127047,2
1206;2004;Mon père est ingénieur;67665;4136400
19373;2019;Les Plus belles années d'une vie;85689;4136400
13652;2013;Les Petits princes;51962;4141850,76
2094;2001;Une hirondelle a fait le printemps;436861;4147200
2276;2001;Vertiges de l'amour;38878;4147200
525;2006;Mes copines;90774;4158000
929;2005;Quartier VIP;43376;4158000
10052;2008;Disengagement;25794;3852795
15158;2015;Un peu, beaucoup, aveuglement;165065;4169500,92
10848;2009;Joueuse;80114;4175276,76
10717;2009;La Première étoile;456914;4189983,12
17609;2017;Call Me by Your Name;108500;4195301,04
9750;2007;Ulzhan;8471;4196395,08
1621;2003;Mariées mais pas trop;42390;4201200
15986;2016;Juillet Août;34716;4212000
17860;2018;La Belle et la Belle;56538;4212000
17954;2018;Carnivores;28539;4212000
19285;2019;Le Daim;94460;4212000
10933;2009;Jusqu'à toi;48859;4214427,84
13657;2013;Les Salauds;39693;4215562,92
13949;2013;Suzanne;95099;4216707,72
121;2007;Fragile(s);92736;4222800
509;2006;Les Filles du botaniste;50488;4222800
19814;2020;Je voudrais que quelqu'un m'attende quelque part;212027;4222800
12754;2012;Comme des frères;154012;4222914,48
10709;2009;Romaine par moins 30;101329;4225998,96
16967;2017;Bienvenue au Gondwana;48447;4232054,52
10394;2005;Un vrai bonheur, le film;37434;4233600
1195;2004;Tout le plaisir est pour moi;126459;4238557,2
101;2007;Ne touchez pas la hache;30673;4244400
15213;2015;Trois souvenirs de ma jeunesse;84181;4251416,76
12894;2012;Augustine;67617;4251846,6
15388;2015;Je suis à vous tout de suite;63253;4257285,48
16155;2016;Le Ciel Attendra;88756;4260600
10431;2008;Martyrs;38236;4260737,16
13704;2013;Grand Central;95280;4261459,68
1819;2002;Une affaire privée;44002;4266000
22528;2023;L'Astronaute;35020;4266000
13650;2013;Le Jour attendra;65250;4266359,64
55;2007;J'veux pas que tu t'en ailles;154632;4276800
10065;2008;Notre univers impitoyable;97624;4282997,04
1238;2004;3 petites filles;81064;4286780,28
16281;2016;Maman a tort;38729;4287431,52
14778;2015;L'Enquête (2015);145380;4289686,56
11196;2010;Liberté;81403;4291712,64
15385;2015;Au plus près du soleil;18815;4295674,08
2127;2001;La Stanza del figlio (The Son's Room);75985;3980000
515;2006;La Californie;85785;4298400
15450;2015;Un début prometteur;60817;4298400
13616;2013;La Vie d'Adèle;323457;4305780,72
16903;2017;Patients;309303;4305882,24
17214;2017;Cherchez la femme;101789;4306733,28
13656;2013;Une place sur la terre;61737;4308527,16
13743;2013;Rock the Casbah;36945;4308530,4
438;2006;L'Ecole pour tous;137261;4309200
10296;2008;Le Silence de Lorna;84593;4309200
13994;2014;Abus de faiblesse;17386;4309200
15154;2015;Connasse, Princesse des coeurs;509815;4309200
16006;2016;Victoria (2016);260326;4309200
16449;2016;Polina, danser sa vie;40168;4309200
14183;2014;La Crème de la Crème;94149;4309360,92
11408;2010;Des hommes et des Dieux;467950;4313707,92
17205;2017;Grand froid;67837;4314408,84
13649;2013;Paris à tout prix;170263;4315419,72
13916;2014;Divin enfant;36969;4315594,68
13732;2013;Grand départ;38837;4317460,92
15671;2016;Paris-Willouby;64322;4317840
14038;2014;Diplomatie;134113;4318624,08
15140;2015;A trois on y va;66999;4318756,92
15474;2015;Phantom Boy;33691;4318864,92
16411;2016;Le Petit locataire;104962;4319988,12
1050;2004;Deux frères;1083231;4319989,2
14967;2014;Fidelio, l’odyssée d’Alice;20627;4319989,2
15343;2015;Microbe et Gasoil;42712;4319989,2
50;2007;The Number 23;237466;30000000
75;2007;88 Minutes;135889;30000000
180;2007;Knocked Up;117583;30000000
189;2007;The Assassination of Jesse James by the Coward Robert Ford;117110;30000000
194;2007;30 Days of Night;130527;30000000
296;2007;P.S. I Love You;148178;30000000
553;2006;Ultraviolet;33835;30000000
714;2005;Wallace & Gromit: The Curse of the Were-Rabbit;452343;30000000
727;2005;Corpse Bride;506716;30000000
768;2005;The New World;315159;30000000
792;2005;La Tigre e la neve (The Tiger and the Snow);169278;30000000
804;2005;Goal! The Dream Begins;165007;30000000
808;2005;Hide and Seek;181221;30000000
820;2005;Assault on Precinct 13 (2005);194391;30000000
829;2005;An Unfinished Life;168939;30000000
861;2005;Creep;88334;30000000
868;2005;Coach Carter;81541;30000000
880;2005;Racing Stripes;73050;30000000
884;2005;A Lot Like Love;78428;30000000
889;2005;The Cave;84559;30000000
970;2005;Must Love Dogs;5488;30000000
987;2005;Fever Pitch (2005);927;30000000
1051;2005;Million Dollar Baby;774989;30000000
1068;2004;The Passion of The Christ;613700;30000000
1080;2004;Kill Bill: Volume 2;202201;30000000
1121;2004;The SpongeBob SquarePants Movie;179523;30000000
1269;2004;New York Minute;25057;30000000
1277;2004;Wicker Park;27062;30000000
1339;2004;Welcome to Mooseport;98;30000000
1340;2004;Barbershop 2: Back in Business;77;30000000
1466;2002;Ying xiong (Hero);329213;30000000
1516;2003;The Human Stain;147722;30000000
1578;2003;Dumb and Dumberer: When Harry Met Lloyd;80386;30000000
1633;2003;The Good Thief;34756;30000000
1649;2003;Secondhand Lions;21616;30000000
1662;2003;The Fighting Temptations;10310;30000000
1722;2003;Luther;2032;30000000
1823;2002;Spy Kids 2: The Island of Lost Dreams;187008;30000000
1825;2003;About Schmidt;162803;30000000
1854;2002;Eight Legged Freaks;181637;30000000
1890;2002;Sweet Home Alabama;86639;30000000
1936;2002;Like Mike;37416;30000000
1941;2002;Trapped;58549;30000000
1950;2002;The Quiet American;30883;30000000
2088;2001;American Pie 2;1250508;30000000
2178;2001;Blow;162666;30000000
2202;2001;Antitrust;173261;30000000
2283;2001;The Anniversary Party;20454;30000000
2449;2000;Pokemon 2000;190699;30000000
2455;2000;Rugrats in Paris: The Movie;155177;30000000
9936;2007;August Rush;46317;30000000
9990;2008;27 Dresses;168593;30000000
10010;2008;Forgetting Sarah Marshall;49335;30000000
10014;2008;The X-Files: I Want to Believe;226630;30000000
10022;2008;Pride & Glory;108773;30000000
10132;2008;Doomsday;89421;30000000
10311;2008;W;110741;30000000
10422;2009;District 9;473873;30000000
10439;2009;The Imaginarium of Doctor Parnassus;240437;30000000
10466;2009;Bride Wars;144059;30000000
10751;2009;My Sister's Keeper;60907;30000000
10780;2009;Drag Me to Hell;209248;30000000
10796;2009;Taking Woodstock;78441;30000000
10851;2009;Blood: The Last Vampire;91831;30000000
10957;2010;Kick Ass;291506;30000000
10995;2009;Up in the Air;339337;30000000
11136;2010;Cop Out;111144;30000000
11254;2010;Step Up 3-D;355666;30000000
11426;2009;Baaria - La Porta del vento;16396;30000000
11443;2010;The Next Three Days;107543;30000000
11444;2010;Love and Other Drugs;277687;30000000
11502;2011;Anonymous;35874;30000000
11722;2011;Larry Crowne;237700;30000000
11735;2011;The Way Back;391619;30000000
11802;2011;Barney's Version;12134;30000000
11910;2011;Hanna;59174;30000000
11951;2011;Sanctum 3D;165235;30000000
11957;2011;Midnight in Paris;545601;30000000
12092;2011;Warrior;100169;30000000
12183;2011;Fright Night (2011);107771;30000000
12385;2011;Seeking Justice;253128;30000000
12432;2011;The Darkest Hour;105048;30000000
12466;2012;The Three Stooges;288;30000000
12588;2012;The Cabin in the Woods;154872;30000000
12645;2012;The Vow;153285;30000000
12750;2012;Safe (2012);141043;30000000
12771;2012;Looper;424568;30000000
12779;2012;The Five-Year Engagement;18229;30000000
12896;2012;Hope Springs (2012);127872;30000000
12986;2013;Carrie (2013);113256;30000000
13098;2013;Old Boy (2013);20083;30000000
13154;2013;Dead Man Down;64955;30000000
13169;2013;Side Effects (2013);198310;30000000
13535;2013;Yut Doi Jung Si (The Grandmaster);168364;30000000
13658;2013;Runner Runner;178703;30000000
13822;2014;The Grand Budapest Hotel;405061;30000000
13954;2013;Space Pirate Captain Harlock;343181;30000000
13964;2013;Dhoom 3;4244;30000000
14042;2014;Vampire Academy;47296;30000000
14205;2014;Deliver Us From Evil;143362;30000000
14244;2014;And So It Goes;17655;30000000
14779;2015;Wild Card;196170;30000000
15218;2015;Southpaw;233016;30000000
15393;2015;Solace;329959;30000000
15395;2015;Steve Jobs;92271;30000000
15577;2015;Sisters (2015);17006;30000000
15801;2016;Café Society;365813;30000000
15909;2016;Nine Lives (2016);141432;30000000
16386;2017;The Lost City of Z;150045;30000000
16448;2016;La La Land;754534;30000000
16617;2017;Sleepless;114663;30000000
17180;2017;Atomic Blonde;233245;30000000
17306;2017;Mother!;190141;30000000
17343;2017;Death Wish (2018);145073;30000000
17372;2017;Stronger;9357;30000000
17406;2018;Molly's Game;262258;30000000
17411;2018;The Commuter;277629;30000000
17412;2017;Darkest Hour;218083;30000000
17537;2017;The 15:17 to Paris;204845;30000000
17574;2018;Den of Thieves;130352;30000000
18299;2018;Crazy Rich Asians;55935;30000000
20712;2020;Honest Thief;116387;30000000
21123;2021;Spirit Untamed;118045;30000000
21349;2022;The Unbearable Weight of Massive Talent;57763;30000000
21930;2022;Cyrano;2350;30000000
22298;2022;The Menu;124279;30000000
22529;2023;Cocaine Bear;75915;30000000
23086;2023;The Exorcist: Believer;264818;30000000
23144;2023;Dumb Money;24125;30000000
23167;2023;Paw Patrol: The Mighty Movie;646799;30000000
10267;2008;Igor;94296;32400000
22500;2023;Les Trois Mousquetaires: D'Artagnan;1007159;32400000
375;2006;Silent Hill;401269;32690181,96
2460;2000;Vatel;177552;32724000
176;2007;Sa Majesté Minor;101297;32860371,6
19346;2019;Anna (2019);280773;33145200
28;2007;Pirates of the Caribbean : At World's End;2709377;300000000
18174;2021;No Time to Die;1384858;301000000
1235;2004;Wimbledon;75074;31000000
1319;2004;Ella Enchanted;1754;31000000
2303;2001;Hearts in Atlantis;19642;31000000
2348;2001;Ignition;276;31000000
2513;2000;Frequency;117703;31000000
11059;2010;Extraordinary Measures;52376;31000000
11538;2002;Beauty and The Beast (IMAX);620;31000000
12524;2010;Beauty and The Beast (3D);526;31000000
12899;2012;Flight;274127;31000000
15316;2015;Vacation;135838;31000000
13803;2014;Astérix: Le Domaine des Dieux;842999;33514018,92
13599;2013;The Mortal Instruments: City of Bones;200641;31165421
15788;2016;Criminal;94036;31500000
19757;2019;Apocalypse Now (Final Cut);2906;31500000
13769;2014;Supercondriaque;2151921;34215033,96
15020;2015;Pourquoi j'ai pas mangé mon père;656119;34341368,04
11073;2010;Les Aventures extraordinaires d'Adèle Blanc-Sec;642629;34495200
17566;2017;Sans Adieu;12206;334800
9975;2009;Avatar;2648596;315000000
22341;2022;Avatar (Rep. 2022);335359;315000000
521;2006;The Good German;67323;32000000
757;2005;A History of Violence;277394;32000000
977;2005;Are We There Yet?;2760;32000000
1244;2004;Laws of Attraction;51870;32000000
1262;2004;Team America: World Police;40751;32000000
1539;2003;School of Rock;116366;32000000
1573;2003;Elf;50834;32000000
2522;2000;Men of Honor;101151;32000000
10429;2009;Defiance (2009);150293;32000000
10803;2010;Going The Distance;125234;32000000
10994;2010;Takers;66734;32000000
11165;2010;Repo Men;12880;32000000
11325;2011;The Tree of Life;52956;32000000
11652;2011;Source Code;300899;32000000
11714;2011;Big Mommas: Like Father, Like Son;167945;32000000
12985;2012;The Master;112747;32000000
13199;2013;This is the End;36050;32000000
15217;2015;Sicario;178566;32000000
18256;2018;Bad Times At The El Royale;83684;32000000
22512;2022;She Said;58007;32000000
2080;2001;Le Pacte des loups;1924934;34570800
12288;2011;Colombiana;284215;34704850,68
16495;2017;RAID Dingue;1468155;35042498,64
12169;2011;Bridesmaids;222753;32500000
1205;2004;The Punisher;109165;33000000
1571;2003;Bringing Down the House;68464;33000000
1833;2002;Snow Dogs;152195;33000000
2133;2001;The Curse of the Jade Scorpion;245827;33000000
2462;2000;The Cell;232083;33000000
2472;2000;The Watcher;222602;33000000
10138;2009;Gran Torino;865928;33000000
10604;2009;9;213882;33000000
12739;2012;Step Up Revolution;379617;33000000
15912;2016;Mike and Dave Need Wedding Dates;128267;33000000
17318;2017;American Assassin;104402;33000000
17804;2018;Padmaavat;6483;33000000
18733;2018;Thugs of Hindustan;1958;33000000
19369;2019;21 Bridges;103460;33000000
20663;2020;Unhinged;144754;33000000
21312;2021;Cry Macho;126797;33000000
11102;2010;Mr. Nobody;81237;35671908,6
762;2005;Danny The Dog;350054;36661481,28
93;2007;TMNT;87463;34000000
381;2005;Nanny McPhee;173666;34000000
2523;2000;I Dreamed of Africa;116200;34000000
10385;2008;Gake no ue no Ponyo (Ponyo);248029;34000000
14477;2014;The Maze Runner;887190;34000000
17184;2017;Baby Driver;302528;34000000
17217;2017;Detroit;106423;34000000
18251;2018;The Darkest Minds;303255;34000000
20588;2020;Greenland;193402;34000000
13771;2014;La Belle & La Bête (2014);658553;36769374,36
12906;2012;Upside Down;140000;37057583,16
22104;2023;Fast X;1140846;340000000
13845;2013;Weekend of a Champion;946;342026
10501;2008;Je veux voir;6583;372901,32
22;2009;Revolutionary Road;409884;35000000
201;2007;Lions for Lambs;189810;35000000
218;2008;The Other Boleyn girl;162306;35000000
294;2007;Atonement;151229;35000000
337;2006;The Devil Wears Prada;650335;35000000
449;2006;Snakes on a Plane;166144;35000000
480;2006;The Fountain;84542;35000000
488;2006;A Good Year;116038;35000000
535;2006;The Nativity Story;33737;35000000
581;2006;School for Scoundrels;13433;35000000
605;2006;Nacho Libre;578;35000000
739;2005;Valiant;282510;35000000
847;2005;Rumor Has It…;126446;35000000
850;2005;Guess Who;82663;35000000
908;2005;Two for the Money;55753;35000000
919;2005;North Country;49603;35000000
996;2005;Bad News Bears;191;35000000
1085;2004;The Ladykillers;409006;35000000
1118;2004;Eternal Sunshine of the Spotless Mind;158850;35000000
1294;2004;Jersey Girl;11644;35000000
1323;2004;Little Black Book;2245;35000000
1451;2003;Johnny English;428078;35000000
1682;2003;Radio;2218;35000000
1827;2002;Femme Fatale;69330;35000000
1847;2002;Queen of the Damned;248920;35000000
1995;2002;The Four Feathers;7397;35000000
2125;2001;From Hell;281170;35000000
2186;2001;Spy Kids;153774;35000000
2223;2001;Heist;96024;35000000
2232;2001;Behind Enemy Lines;103872;35000000
2272;2001;The Shipping News;56630;35000000
2346;2001;American Outlaws;415;35000000
2448;2000;Dungeons & Dragons;321418;35000000
2546;2000;Wonder Boys;73817;35000000
2632;2000;Bounce;11383;35000000
9884;2008;What Happens in Vegas;349393;35000000
10019;2008;21;246410;35000000
10034;2008;Untraceable;53656;35000000
10081;2008;Welcome Home Roscoe Jenkins;4120;35000000
10140;2008;Superhero Movie;95361;35000000
10192;2008;Max Payne;247578;35000000
10237;2008;Mirrors;270459;35000000
10391;2009;Coraline;167353;35000000
10428;2009;Underworld: Rise of the Lycans;218290;35000000
10618;2009;The Hannah Montana: The Movie;135334;35000000
10817;2009;The Hangover;402973;35000000
10898;2010;Nanny McPhee and the Big Bang;191170;35000000
10918;2009;The Young Victoria;61648;35000000
11008;2010;A Nightmare on Elm Street (2010);292939;35000000
11060;2010;The Back-Up Plan;196238;35000000
11148;2010;Furry Vengeance;72392;35000000
11746;2011;Winnie the Pooh;67425;35000000
12105;2011;Abduction;295438;35000000
12226;2011;Horrible Bosses;245150;35000000
12232;2011;J. Edgar;627624;35000000
12240;2011;Friends with Benefits;233815;35000000
12266;2011;The Thing (2011);72905;35000000
12320;2011;The Descendants;286081;35000000
12408;2011;Trespass (2011);101567;35000000
12436;2012;The Grey;176547;35000000
12571;2012;Wanderlust;6771;35000000
12828;2012;This Is 40;125161;35000000
12921;2013;The Big Wedding;99788;35000000
12933;2012;Premium Rush;67023;35000000
12993;2012;Stolen;82858;35000000
13024;2012;Alex Cross;54738;35000000
13044;2013;Parker;124735;35000000
13108;2013;Broken City;73624;35000000
13153;2013;Snitch;109692;35000000
13170;2013;Warm Bodies;165439;35000000
13376;2013;Identity Thief;32931;35000000
13605;2013;Saving Mr. Banks;137770;35000000
13716;2014;Sabotage;88534;35000000
13812;2013;The Book Thief;67842;35000000
13948;2013;Mandela: Long Walk to Freedom;109441;35000000
14924;2015;The Walk;97261;35000000
14953;2015;Unfinished Business;325;35000000
15066;2015;Trainwreck;39574;35000000
15067;2015;Poltergeist (2015);177233;35000000
15194;2015;Creed;644093;35000000
15283;2015;Hitman: Agent 47;343418;35000000
15390;2015;The Intern;170117;35000000
15558;2015;Concussion;68601;35000000
15617;2016;The Brothers Grimsby;69272;35000000
15634;2016;Neighbors 2: Sorority Rising;217611;35000000
15833;2016;Bridget Jones's Baby;632202;35000000
16063;2016;Underworld: Blood Wars;169417;35000000
17272;2017;It;908589;35000000
17358;2017;The Foreigner;79546;35000000
17376;2017;The Snowman;121112;35000000
17395;2017;The Mountain Between Us;129306;35000000
17414;2018;Sicario 2:Soldado;133856;35000000
17558;2018;12 Strong;58961;35000000
17573;2018;Phantom Thread;133424;35000000
18148;2018;Adrift;91395;35000000
18242;2018;Goosebumps 2: Haunted Halloween;300034;35000000
19641;2019;Bombshell;205082;35000000
22340;2022;Don't Worry Darling;151272;35000000
22587;2023;Scream VI;464821;35000000
22790;2023;Beau Is Afraid;35019;35000000
22934;2023;The Boogeyman;101134;35000000
23154;2023;Poor Things;186568;35000000
18157;2018;The Sisters Brothers;298782;37800000
320;2006;Les Bronzés 3: Amis pour la vie;3906694;37860532,92
1677;2003;Head of State;2510;35200000
18826;2022;Avatar: The Way of Water;2739848;350000000
14214;2013;Conversation animée avec Noam Chomsky;11986;382729,32
15189;2019;Avengers: Endgame;3426471;356000000
1522;2003;A Man Apart;133982;36000000
1858;2002;John Q;122897;36000000
2537;2000;Reindeer Games;99165;36000000
11178;2010;Hot Tub Time Machine;1866;36000000
11726;2011;Hall Pass;186354;36000000
11856;2011;Gnomeo and Juliet;199928;36000000
12158;2011;There Be Dragons;644;36000000
14371;2014;Dolphin Tale 2;48283;36000000
16284;2016;Collateral Beauty;112011;36000000
17539;2018;A Star is Born (2018);351307;36000000
22177;2022;Beast;116929;36000000
23159;2023;Jawan;16513;36000000
23432;2024;Mean Girls (2024);53830;36000000
1107;2004;Blueberry, l'expérience interdite;413940;39020400
14003;2013;2 automnes 3 hivers;15138;390697,56
1128;2004;13 Going on 30;190937;37000000
1154;2004;White Chicks;129829;37000000
9876;2008;Nim's Island;243392;37000000
10011;2008;Space Chimps;325382;37000000
10057;2008;Burn After Reading;444259;37000000
10531;2008;Twilight (2008);755835;37000000
11457;2010;The Town;320144;37000000
11779;2011;The Rite;372683;37000000
12236;2011;The Ides of March;282054;37000000
12267;2011;Dolphin Tale;78953;37000000
17830;2018;Game Night;75209;37000000
12641;2012;Taken 2;1231066;40081053,96
10693;2009;Ghosts of Girlfriend Past;80886;37500000
1681;2003;Shimkent Hotel;1016;399600
499;2006;Stranger Than Fiction;70911;38000000
951;2005;Cursed;14327;38000000
1485;2003;The Life of David Gale;194002;38000000
1486;2003;Spy Kids 3-D: Game Over;242396;38000000
1663;2003;The Order;9793;38000000
1887;2002;Enough;114981;38000000
2118;2001;The Fast and The Furious;378261;38000000
2262;2001;Angel Eyes;57191;38000000
2323;2001;Joe Somebody;7368;38000000
2494;2000;The Hurricane;160514;38000000
10253;2008;The City of Ember;53882;38000000
10521;2009;Push;38559;38000000
10677;2009;The Ugly Truth;263349;38000000
11262;2010;True Grit (2010);605267;38000000
11459;2010;Sammy's avonturen: De geheime doorgang (Around The World In 50 Years 3D);453251;38000000
11494;2010;Life as We Know It;146971;38000000
11831;2011;Water for Elephants;289166;38000000
12695;2013;Riddick;254478;38000000
13135;2013;Rush (2013);149696;38000000
15442;2016;The 5th Wave;428597;38000000
15698;2016;How to Be Single;185011;38000000
16404;2016;Why Him?;72791;38000000
17093;2017;Captain Underpants: The First Epic Movie;103937;38000000
18689;2018;Overlord;126129;38000000
19467;2019;The Kitchen;52100;38000000
20738;2020;The War with Grandpa;50862;38000000
1764;2002;Le Pianiste;379604;41212800
22584;2023;The Nun 2;464102;38500000
12237;2011;Or Noir;150639;41636449,44
918;2005;Serenity;59860;39000000
10741;2009;The Time Traveler's Wife;30935;39000000
12703;2012;Frankenweenie;326230;39000000
17640;2017;Hostiles;167355;39000000
18509;2018;Welcome to Marwen;81779;39000000
20757;2021;The Conjuring: The Devil Made Me Do It;665476;39000000
13707;2013;Snowpiercer;272262;39200000
11794;2012;Sur la piste du Marsupilami;1728270;42526510,92
378;2006;Scoop;331714;4000000
593;2006;Thumbsucker;2631;4000000
769;2005;Saw II;282270;4000000
953;2004;Layer Cake;11532;4000000
1428;2003;Lost in Translation;227258;4000000
1609;2003;Mambo Italiano;56842;4000000
1783;2002;Bowling for Columbine;135518;4000000
1880;2002;The Rules of Attraction;132662;4000000
2229;2002;Monster's Ball;56995;4000000
2592;2000;Time Code;16605;4000000
9704;2007;You Kill Me;24653;4000000
9948;2007;Tropa de Elite (Elite Squad);6497;4000000
10170;2008;12;3562;4000000
11392;2010;The Kids Are All Right;42492;4000000
12063;2011;Trust;51239;4000000
12181;2011;Almanya - Willkommen in Deutschland;13793;4000000
13099;2012;Like Someone in Love;20230;4000000
13702;2013;The Face of Love;12046;4000000
14156;2014;Joe (2014);92741;4000000
14847;2015;The Boy Next Door;31827;4000000
15220;2015;Manglehorn;15328;4000000
15791;2016;Elvis & Nixon;28311;4000000
15853;2016;Our Kind of Traitor;62493;4000000
18147;2018;Upgrade;58943;4000000
18796;2003;Wilbur begår selvmord (Wilbur Wants to Kill Himself);14200;4000000
19671;2019;The Lighthouse;32156;4000000
65;2007;Truands;173561;4320000
104;2007;Après lui;48448;4320000
396;2006;Le Temps des porte-plumes;168528;4320000
895;2005;Ze film;93095;4320000
11153;2010;Le Baltringue;30315;4320000
11394;2010;La Vie sauvage des animaux domestiques;11568;4320000
12365;2011;Les Adoptés;103502;4320000
12381;2011;Le Cochon de Gaza;62291;4320000
12409;2011;Emilie Jolie;64428;4320000
12774;2012;Quand je serai petit;50784;4320000
12837;2012;Les Kaïra;415022;4320000
14486;2014;La Prochaine fois je viserai le coeur;190185;4320000
15724;2016;Saint Amour;268187;4320000
17862;2018;La Prière;86676;4320000
21425;2021;Tralala;41732;4341600
2187;2001;Reines d'un jour;135114;4363200
13609;2013;Frances Ha;56547;4063238
11813;2011;L'Assaut;248721;4392942,12
11901;2011;Low Cost;145549;4393040,4
11427;2010;Insoupçonnable;80608;4395600
1611;2003;Corps à corps;47371;4406400
15281;2015;The Lobster;91237;4407874,2
17073;2017;Bad Buzz;41548;4410964,08
18883;2018;Shelter;13120;4090000
12257;2011;Un amour de jeunesse;36171;4417200
2466;2000;Une affaire de goût;126786;4428000
2503;2000;Là-bas, mon pays;147742;4428000
10196;2008;Vinyan;11467;4428000
18028;2018;En Guerre;100977;4428000
19780;2019;Gloria Mundi;128391;4428000
22823;2023;Mon chat et moi, la grande aventure de Rroû;45873;4428000
13470;2012;Babycall;13319;4109834
10674;2009;Villa Amalia;115777;4448684,16
1845;2002;Les Femmes… ou les enfants d'abord;116162;4460400
18334;2018;Le Poulain;92645;4482000
830;2005;Camping à la ferme;123090;4492800
10100;2008;Le Grand alibi;153920;4493225,52
14541;2014;Brèves de comptoir;94602;4496902,92
13541;2013;Denis;44100;4508170,56
14360;2014;Kidon;21008;4509114,48
10313;2008;Un monde à nous;15957;4522005,36
13173;2012;Trois mondes;45992;4529085,84
185;2006;Dnevnoy dozor (Day Watch);4038;4200000
860;2004;Nochnoi dozor (Night Watch);106743;4200000
16021;2016;El Olivo;10467;4200000
11071;2009;La Folle histoire d'amour de Simon Eskenazy;32753;4536000
12429;2011;Les Neiges du Kilimandjaro;182538;4536000
17813;2018;Les dents, pipi et au lit;214219;4536000
20736;2020;Boutchou;76259;4536000
21762;2022;Tendre et saignant;72295;4536000
22893;2023;Quand tu seras grand;60109;4536000
22909;2023;La Marginale;27833;4536000
12741;2012;Pauline détective;63642;4536804,6
125;2007;Le Roman de gare;151204;4546800
59;2007;Pur week-end;33439;4546859,4
13172;2012;Télé Gaucho;56985;4552017,48
14362;2014;La Ritournelle;114679;4557854,88
11917;2011;Mon père est femme de ménage;140666;4563239,76
14594;2014;Bodybuilder;40631;4574954,52
14443;2014;Des lendemains qui chantent;54446;4590221,4
70;2007;Scorpion;130295;4600800
767;2005;Peindre ou faire l'amour;258190;4600800
100;2007;Ma place au soleil;78346;4611600
1132;2004;Le Convoyeur;220511;4642885,44
18089;2018;Volontaire;63154;4644000
18090;2018;Bécassine;71186;4644000
21876;2022;Arthur Rambo;22203;4644000
21951;2022;Les Passagers de la nuit (2022);78880;4644000
921;2005;Le Courage d'aimer;47136;4654800
21570;2022;Zaï Zaï Zaï Zaï;47192;4665600
13857;2013;Victor Young Perez;40289;4666705,92
12671;2011;Les Géants;15502;4340000
16234;2002;Kedma;32424;4687200
1053;2004;Les 11 commandements;961182;4695702,84
17086;2017;Comment j'ai rencontré mon père;25217;4706203,68
21401;2021;L'Evènement;62150;4708800
11968;2011;La Permission de minuit;76222;4711069,08
1579;2003;Cette femme-là;77901;4741200
772;2005;Le Petit lieutenant;241732;4752000
1264;2004;A boire;41406;4752000
17851;2018;La Finale;244610;4752000
18033;2018;Gueule d'ange;54073;4752000
19463;2019;Roxane;138925;4752000
22639;2023;Divertimento;80541;4752000
831;2005;Le Temps qui reste;105888;4762800
1834;2002;Samsara;20142;4762800
14800;2014;Tiens-toi droite;28243;4770788,76
1860;2002;Gangsters;146168;4773600
18358;2018;I Feel Good;204931;4773600
14436;2014;Miss Julie;13050;4783891,32
864;2005;Un fil à la patte;77394;4784400
1910;2002;Un monde presque paisible;42214;4784400
9722;2007;La Vérité ou presque;127802;4788356,04
1160;2004;Les Fautes d'orthographe;121973;4799943,36
11377;2010;Bébés;93296;4802239,44
2163;2001;Comment j'ai tué mon père;118601;4806000
22688;2023;Les Complices (2023);72930;4806000
10822;2009;Je vais te manquer;98334;4837737,96
20193;2020;Effacer l’historique;256355;4849200
2271;2001;Donnie Darko;43889;4500000
11304;2010;After Life;232;4500000
11353;2010;Life During Wartime;22187;4500000
11487;2010;Animal Kingdom;34066;4500000
16774;2017;Get Out;465265;4500000
23046;2023;Talk to Me (2023);187507;4500000
1853;2002;Corto Maltese;121351;4860000
12629;2012;Les Papas du dimanche;43765;4860000
12875;2012;La Clinique de l'amour !;47212;4860000
12892;2012;Cherchez Hortense;173443;4860000
18303;2018;Photo de famille;226153;4860000
18930;2019;Damien veut changer le monde;69426;4860000
18932;2019;Rebelles;422241;4860000
19950;2019;Le Voyage du Prince;16217;4860000
11620;2010;Sans queue ni tête;31346;4868661,6
13109;2012;Main dans la main;103165;4869815,04
12880;2012;Holy Motors;61441;4882230,72
